	ERR688505_500K_merged_Abundance.RPKs	ERR688506_500K_merged_Abundance.RPKs	ERR688507_500K_merged_Abundance.RPKs	ERR688508_500K_merged_Abundance.RPKs	ERR688509_500K_merged_Abundance.RPKs	ERR688510_500K_merged_Abundance.RPKs	ERR688511_500K_merged_Abundance.RPKs	ERR688512_500K_merged_Abundance.RPKs	ERR688513_500K_merged_Abundance.RPKs	ERR688514_500K_merged_Abundance.RPKs	ERR688515_500K_merged_Abundance.RPKs	ERR688516_500K_merged_Abundance.RPKs	ERR688517_500K_merged_Abundance.RPKs	ERR688518_500K_merged_Abundance.RPKs	ERR688519_500K_merged_Abundance.RPKs	ERR688520_500K_merged_Abundance.RPKs	ERR688521_500K_merged_Abundance.RPKs	ERR688522_500K_merged_Abundance.RPKs	ERR688523_500K_merged_Abundance.RPKs	ERR688524_500K_merged_Abundance.RPKs	ERR688525_500K_merged_Abundance.RPKs	ERR688526_500K_merged_Abundance.RPKs	ERR688527_500K_merged_Abundance.RPKs	ERR688528_500K_merged_Abundance.RPKs	ERR688529_500K_merged_Abundance.RPKs	ERR688530_500K_merged_Abundance.RPKs	ERR688531_500K_merged_Abundance.RPKs	ERR688532_500K_merged_Abundance.RPKs	ERR688533_500K_merged_Abundance.RPKs	ERR688534_500K_merged_Abundance.RPKs	ERR688535_500K_merged_Abundance.RPKs	ERR688536_500K_merged_Abundance.RPKs	ERR688537_500K_merged_Abundance.RPKs	ERR688538_500K_merged_Abundance.RPKs	ERR688539_500K_merged_Abundance.RPKs	ERR688540_500K_merged_Abundance.RPKs	ERR688541_500K_merged_Abundance.RPKs	ERR688542_500K_merged_Abundance.RPKs	ERR688543_500K_merged_Abundance.RPKs	ERR688544_500K_merged_Abundance.RPKs	ERR688545_500K_merged_Abundance.RPKs	ERR688546_500K_merged_Abundance.RPKs	ERR688547_500K_merged_Abundance.RPKs	ERR688548_500K_merged_Abundance.RPKs	ERR688549_500K_merged_Abundance.RPKs	ERR688550_500K_merged_Abundance.RPKs	ERR688551_500K_merged_Abundance.RPKs	ERR688552_500K_merged_Abundance.RPKs	ERR688553_500K_merged_Abundance.RPKs	ERR688554_500K_merged_Abundance.RPKs	ERR688555_500K_merged_Abundance.RPKs	ERR688556_500K_merged_Abundance.RPKs	ERR688557_500K_merged_Abundance.RPKs	ERR688558_500K_merged_Abundance.RPKs	ERR688559_500K_merged_Abundance.RPKs	ERR688560_500K_merged_Abundance.RPKs	ERR688561_500K_merged_Abundance.RPKs	ERR688562_500K_merged_Abundance.RPKs	ERR688563_500K_merged_Abundance.RPKs	ERR688564_500K_merged_Abundance.RPKs	ERR688565_500K_merged_Abundance.RPKs	ERR688566_500K_merged_Abundance.RPKs	ERR688567_500K_merged_Abundance.RPKs	ERR688568_500K_merged_Abundance.RPKs	ERR688569_500K_merged_Abundance.RPKs	ERR688570_500K_merged_Abundance.RPKs	ERR688571_500K_merged_Abundance.RPKs	ERR688572_500K_merged_Abundance.RPKs	ERR688573_500K_merged_Abundance.RPKs	ERR688574_500K_merged_Abundance.RPKs	ERR688575_500K_merged_Abundance.RPKs	ERR688576_500K_merged_Abundance.RPKs	ERR688577_500K_merged_Abundance.RPKs	ERR688578_500K_merged_Abundance.RPKs	ERR688579_500K_merged_Abundance.RPKs	ERR688580_500K_merged_Abundance.RPKs	ERR688581_500K_merged_Abundance.RPKs	ERR688582_500K_merged_Abundance.RPKs	ERR688583_500K_merged_Abundance.RPKs	ERR688584_500K_merged_Abundance.RPKs	ERR688585_500K_merged_Abundance.RPKs	ERR688586_500K_merged_Abundance.RPKs	ERR688587_500K_merged_Abundance.RPKs	ERR688588_500K_merged_Abundance.RPKs	ERR688589_500K_merged_Abundance.RPKs	ERR688590_500K_merged_Abundance.RPKs	ERR688591_500K_merged_Abundance.RPKs	ERR688592_500K_merged_Abundance.RPKs	ERR688593_500K_merged_Abundance.RPKs	ERR688594_500K_merged_Abundance.RPKs	ERR688595_500K_merged_Abundance.RPKs	ERR688596_500K_merged_Abundance.RPKs	ERR688597_500K_merged_Abundance.RPKs	ERR688598_500K_merged_Abundance.RPKs	ERR688599_500K_merged_Abundance.RPKs	ERR688600_500K_merged_Abundance.RPKs	ERR688601_500K_merged_Abundance.RPKs	ERR688602_500K_merged_Abundance.RPKs	ERR688603_500K_merged_Abundance.RPKs	ERR688604_500K_merged_Abundance.RPKs	ERR688605_500K_merged_Abundance.RPKs	ERR688606_500K_merged_Abundance.RPKs	ERR688607_500K_merged_Abundance.RPKs	ERR688608_500K_merged_Abundance.RPKs	ERR688609_500K_merged_Abundance.RPKs	ERR688610_500K_merged_Abundance.RPKs	ERR688611_500K_merged_Abundance.RPKs	ERR688612_500K_merged_Abundance.RPKs	ERR688613_500K_merged_Abundance.RPKs	ERR688614_500K_merged_Abundance.RPKs	ERR688615_500K_merged_Abundance.RPKs	ERR688616_500K_merged_Abundance.RPKs	ERR688617_500K_merged_Abundance.RPKs	ERR688618_500K_merged_Abundance.RPKs	ERR688619_500K_merged_Abundance.RPKs	ERR688620_500K_merged_Abundance.RPKs	ERR688621_500K_merged_Abundance.RPKs	ERR688622_500K_merged_Abundance.RPKs	ERR688623_500K_merged_Abundance.RPKs	ERR688624_500K_merged_Abundance.RPKs	ERR688625_500K_merged_Abundance.RPKs	ERR688626_500K_merged_Abundance.RPKs	ERR688627_500K_merged_Abundance.RPKs	ERR688628_500K_merged_Abundance.RPKs	ERR688629_500K_merged_Abundance.RPKs	ERR688630_500K_merged_Abundance.RPKs	ERR688631_500K_merged_Abundance.RPKs	ERR688632_500K_merged_Abundance.RPKs	ERR688633_500K_merged_Abundance.RPKs	ERR688634_500K_merged_Abundance.RPKs	ERR688635_500K_merged_Abundance.RPKs	ERR688636_500K_merged_Abundance.RPKs	ERR688637_500K_merged_Abundance.RPKs	ERR688638_500K_merged_Abundance.RPKs	ERR688639_500K_merged_Abundance.RPKs	ERR688640_500K_merged_Abundance.RPKs	ERR688641_500K_merged_Abundance.RPKs	ERR688642_500K_merged_Abundance.RPKs	ERR688643_500K_merged_Abundance.RPKs	ERR688644_500K_merged_Abundance.RPKs	ERR688645_500K_merged_Abundance.RPKs	ERR688646_500K_merged_Abundance.RPKs	ERR688647_500K_merged_Abundance.RPKs	ERR688648_500K_merged_Abundance.RPKs	ERR688649_500K_merged_Abundance.RPKs	ERR688650_500K_merged_Abundance.RPKs	ERR688651_500K_merged_Abundance.RPKs	ERR710424_500K_merged_Abundance.RPKs	ERR710425_500K_merged_Abundance.RPKs	ERR710426_500K_merged_Abundance.RPKs	ERR710427_500K_merged_Abundance.RPKs	ERR710428_500K_merged_Abundance.RPKs	ERR710429_500K_merged_Abundance.RPKs	ERR710430_500K_merged_Abundance.RPKs	ERR710431_500K_merged_Abundance.RPKs	ERR710432_500K_merged_Abundance.RPKs
3.1.3.18	2.21703e-05	3.21228e-05	5.88867e-05	1.855e-05	4.2613e-05	0.000154741	0.000163752	0.000120615	0.000170593	4.67176e-05	6.40255e-05	2.59012e-05	0	8.08828e-05	0.000111898	8.11671e-05	0.000185743	8.32817e-05	4.75264e-05	0	5.71784e-05	0.000123795	1.89504e-05	1.57555e-05	2.44189e-05	0.000106691	0.000136205	0.000126526	6.54274e-05	9.31845e-05	6.50723e-05	0.000110059	0.000192347	0.000131743	0.000125736	0.000108988	5.53205e-05	0.000175391	8.55161e-05	3.44439e-05	4.5519e-05	3.33957e-05	2.41736e-05	8.25766e-05	0.000132436	9.05387e-05	2.39041e-05	9.5503e-05	5.22002e-05	0.000229445	9.89449e-05	7.08361e-05	0.000124707	9.63256e-05	5.87538e-05	0.000129517	0.000171532	0.000281304	0.000120963	7.64603e-05	4.31076e-05	0.000117435	0.000124073	8.01518e-05	5.29935e-05	3.04043e-05	0.000148782	0.00018417	8.39445e-05	1.45061e-05	4.54304e-05	4.55359e-05	7.2492e-05	2.00081e-05	8.0676e-06	0.000254897	3.16684e-05	7.41923e-06	2.23622e-05	0.000178267	0.000246356	3.20508e-05	0.000125107	0.000155373	0.000106078	3.25593e-05	0.000164051	0.000150854	3.43738e-05	0.000188602	0.000109211	0.000263265	5.18464e-05	0.000260314	0.000199787	3.26332e-05	2.05231e-05	9.493e-05	0.000198096	6.04557e-05	0.000283423	0.000135093	0.000121428	9.36702e-05	8.70074e-05	0	6.79428e-05	0.000119907	0.000102928	0	0.000166113	9.21847e-05	7.03894e-05	3.77053e-05	1.88156e-05	4.10964e-05	0.000182261	0.00012435	9.49048e-05	1.15569e-05	4.81542e-05	2.4066e-05	3.75502e-05	0.000135965	1.75228e-05	6.38332e-06	6.87953e-05	5.24e-05	0	2.0275e-05	2.10323e-05	4.39924e-05	5.85853e-06	8.07409e-05	0	0.000106412	8.39121e-05	8.68066e-05	6.94299e-06	0	5.98433e-06	5.46944e-05	4.39109e-05	7.62245e-06	1.96461e-05	3.90934e-05	5.10376e-05	0	1.94319e-05	0.000106132	0	2.14491e-05	1.3152e-05	7.97872e-05	8.13643e-06	3.78229e-05
3.1.3.2	2.39896e-05	0	0	0	0	0	7.13912e-06	0	7.12099e-05	2.58511e-05	0	2.96797e-05	1.12305e-05	0	0	8.59465e-06	0	0	0	4.17486e-05	0	0	8.14518e-06	1.00323e-05	0	0	9.38762e-06	3.44777e-05	0	0.000200329	0	0	0	1.017e-05	0	0	9.53775e-05	0	0.000157742	0	1.10594e-05	0	0	0.000168181	0	0	0	0	0	0	0	0	8.08948e-05	0	1.02674e-05	9.02406e-05	0	7.29713e-05	0	1.29847e-05	0	0	1.81681e-05	0	8.93805e-06	5.34363e-05	2.75686e-06	0	0	0	4.72452e-05	2.1077e-05	8.13482e-05	5.10144e-05	0	4.40958e-05	5.80594e-05	0	9.24274e-05	0	1.52236e-05	4.09972e-05	0	0	0	1.42453e-05	0	0	0	0	0.000161924	0	0	0	2.29818e-05	2.321e-05	0	0	0	3.26814e-05	0	0	0	0	0	0	0	8.33917e-05	0	0	2.80304e-05	2.19812e-05	0	0	2.28109e-05	0	4.53093e-05	0	8.77461e-06	7.42945e-06	1.81447e-05	0	2.25346e-05	0	6.33596e-05	0	0.00010729	0.000170018	3.30536e-05	8.22805e-06	0	0	0	0.000155901	3.95349e-05	0.000108769	0	0	0	0.000163495	3.78956e-05	1.69149e-05	0	0.000283965	3.59427e-05	0.000131085	9.59666e-06	7.70867e-06	8.25897e-05	0	2.37949e-05	3.66588e-05	1.08462e-05	0	2.7364e-05	0
3.1.3.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.3.22	0	0	0	0	0	0	0	0	2.96218e-06	0	0	2.98646e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.62252e-05	0	0	0	0	0	0	4.15038e-06	0	0	0	0	0	0	6.01707e-06	0	0	0	0	0	0	0	0	2.86293e-05	0	0	3.66838e-05	0	1.19172e-05	0	0	0	0	0	0	0	1.24358e-05	0	0	0	0	0	0	8.89452e-06	0	0	1.69962e-05	0	0	3.17012e-06	0	0	0	0	0	0	0	0	0	0	0	5.53987e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4617e-06	0	0	0	0	0	0	0	0	0	0	3.92114e-06	0	0	0	0	0	0	7.87426e-06	2.19246e-05	0	0	0	0	0	2.54938e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.3.23	0	0	1.15836e-05	6.01959e-06	0	5.9088e-05	2.81458e-05	4.36658e-05	0.000170688	8.16328e-06	1.23841e-05	4.79249e-05	7.56663e-06	0	2.0852e-05	6.53727e-06	6.55812e-05	5.39424e-05	0	6.4662e-06	0	0	0	0	8.32366e-06	2.07894e-05	0	6.09486e-05	0	0.000248093	1.83069e-05	1.30283e-05	2.4271e-05	2.27514e-05	0	0	5.86342e-05	2.74583e-05	2.98584e-05	0	4.98049e-05	6.79479e-06	0	0.00015773	0	3.92667e-05	3.35347e-05	2.43593e-05	1.57726e-05	6.37109e-05	1.39603e-05	0	0.000123359	0	2.40987e-05	0.000160408	0	0.000108913	0	2.97028e-05	0	1.20768e-05	5.17963e-05	1.67095e-05	0	6.36601e-05	3.06646e-05	8.66423e-05	0	0	1.30526e-05	0	7.1277e-05	0	0	0.000190297	1.94318e-05	0	3.01177e-05	4.19561e-05	0.000144704	0	0	3.6793e-05	1.24286e-05	0	4.49017e-05	6.52063e-05	2.4419e-05	7.18751e-05	0.000238875	8.31612e-05	0	0	4.40531e-05	0	0	0	0	8.92885e-06	6.75993e-05	0	0	1.04239e-05	0	0	8.47366e-06	7.86316e-05	5.26361e-05	0	8.71368e-05	2.22319e-05	1.0886e-05	0	0	0	2.51945e-05	1.09118e-05	0	1.06837e-05	0	0	0	1.5835e-05	8.00861e-06	0	8.19948e-05	0.000226658	0	1.2599e-05	1.35146e-05	2.89763e-05	0	0.000185123	9.62438e-06	9.59667e-05	0	0	0	0	3.56257e-05	0	8.51737e-06	7.49995e-06	0	3.4259e-05	2.24944e-05	0	0	2.1544e-05	0	0	0	0	0	9.8974e-06
3.1.3.25	8.60848e-06	2.02056e-05	2.07485e-05	8.85617e-05	8.58966e-06	3.7883e-05	1.46397e-05	5.96386e-05	6.15336e-05	8.49078e-06	8.43868e-06	3.02639e-05	2.68335e-05	2.93699e-05	7.57522e-05	0	5.99951e-05	2.89391e-05	1.1529e-05	1.43886e-05	1.46942e-05	0	1.9201e-05	4.86657e-05	3.0669e-05	2.0444e-05	2.25258e-05	4.95225e-05	6.81853e-06	5.8832e-05	3.96692e-05	2.96821e-05	8.87767e-05	4.43903e-05	1.01754e-05	1.78481e-05	6.91062e-05	1.70404e-05	0.000194164	3.43932e-05	0	0	0	5.15248e-05	5.08809e-05	2.15457e-05	2.33803e-05	6.80206e-05	2.25228e-05	4.98734e-05	1.39698e-05	5.70215e-05	6.08772e-05	2.54646e-05	1.70083e-05	8.72724e-05	5.79602e-05	2.38309e-05	6.6315e-06	0	8.71317e-06	2.73919e-05	2.4893e-05	2.09825e-05	8.48445e-05	1.86966e-05	1.55884e-05	6.38699e-05	0	7.23013e-05	4.08419e-05	2.16276e-05	4.42959e-05	2.29246e-05	3.51062e-05	2.41001e-05	3.85217e-05	0	5.38632e-05	4.65146e-05	2.46996e-05	3.58481e-05	1.86234e-05	6.34083e-05	7.09872e-05	2.53118e-05	2.80431e-05	0	3.45885e-05	2.00989e-05	5.07222e-05	1.60309e-05	7.67242e-06	1.65727e-05	1.51277e-05	2.17457e-05	3.61225e-05	3.09441e-05	2.02301e-05	1.84556e-05	8.12446e-06	4.53633e-05	6.86479e-05	2.91946e-05	1.54144e-05	0	0	2.46134e-05	2.83365e-05	2.41427e-05	3.46227e-05	4.90255e-05	7.01421e-06	3.97565e-05	4.43312e-05	8.10818e-06	5.07275e-05	3.46602e-05	1.52922e-05	9.74968e-06	1.79232e-05	0	9.40411e-06	3.54642e-05	5.4305e-05	2.05507e-05	0.000137559	7.03636e-05	1.73017e-05	6.91568e-06	9.64137e-06	2.28675e-05	0	7.2754e-05	1.39346e-05	9.79106e-05	8.24e-05	3.14281e-05	0	9.89576e-05	6.12369e-05	1.38423e-05	9.19167e-06	0.000128867	4.54166e-05	7.97806e-05	3.31518e-05	1.87622e-05	4.14935e-05	3.6776e-05	6.56801e-06	6.69326e-06	1.19781e-05	4.34625e-05	2.26492e-05	7.04628e-06
3.1.3.26	0	0	0	0	0	0	0	0	3.00806e-05	0	0	7.13787e-06	0	0	0	0	0	0	0	9.5527e-06	0	0	0	0	0	0	9.03623e-06	0	0	0.000159665	0	0	0	0	0	0	8.92925e-06	0	0	0	1.85602e-05	0	0	9.1615e-05	0	0	0	0	0	0	0	0	5.96537e-05	0	0	0.000143641	0	2.72751e-05	0	0	0	0	1.04358e-05	0	0	4.77311e-05	0	0	0	0	0	0	0.000111643	0	0	7.84335e-05	0	0	3.61809e-05	0	0	0	0	0	0	0	0	0	0	0	0.000109391	0	0	0	0	7.38026e-06	0	0	0	9.52989e-06	0	0	0	0	0	0	0	1.03051e-05	8.91423e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.16976e-05	0.000286574	0	0	0	0	0	0.000130101	0	0	0	0	0	0	8.66552e-06	0	2.02209e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.3.27	1.22875e-05	1.08654e-05	0	0	0	0	0	0	0.000100748	0	0	3.33914e-05	0	0	7.08112e-06	0	0	0	0	6.87449e-06	0	0	7.66971e-06	0	1.98407e-05	0	0	2.57511e-05	2.40818e-05	0.000296387	1.64656e-05	1.38254e-05	0	0	0	1.75208e-05	6.88994e-05	0	5.28784e-05	0	6.28343e-06	0	0	0.000154599	0	0	0	1.09522e-05	0	8.95847e-06	0	0	6.10079e-05	0	3.35088e-05	0.000299074	0	0.000106173	1.04297e-05	1.709e-05	0	4.2905e-06	1.65566e-05	0	0	9.76728e-05	0	0	0	0	0	0	0.000117089	0	2.10159e-05	0.000145584	0	0	3.31032e-05	0	0	9.4161e-06	0	0	0	3.00358e-05	0	0	7.60114e-06	0	0.000180147	9.35557e-06	0	0	1.14703e-05	1.55263e-05	0	0	0	0	0	0	1.09922e-05	0	9.5661e-06	0	0	3.81151e-05	1.16657e-05	0	6.86351e-06	1.84437e-05	0	0	0	0	5.18472e-05	0	5.82777e-06	1.0845e-05	0	0	0	7.40506e-06	1.68069e-05	0	5.06545e-05	0.000164926	9.81758e-06	1.00562e-05	0	0	4.37749e-05	0.000247355	0	6.694e-05	0	0	8.12501e-05	0	3.36617e-05	0	4.56685e-06	0	9.24129e-06	3.99518e-05	3.07581e-05	1.03389e-05	1.19514e-05	0	1.42645e-05	0	9.78506e-06	1.09156e-05	1.2204e-05	1.00684e-05
3.1.3.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.3.3	7.55109e-05	5.84678e-05	5.03083e-05	4.88778e-05	9.25781e-05	0.000188497	0.000247465	0.000220342	0.000166725	5.41716e-05	2.19866e-05	3.16753e-05	1.25394e-05	6.82087e-05	0.000162349	7.35564e-05	0.000151628	0.000221443	4.59698e-05	7.56341e-06	4.61705e-05	0.000110112	6.18082e-05	1.72161e-05	3.87172e-05	9.48642e-05	0.000301273	0.000554815	4.49738e-05	9.32627e-05	0.000109855	0.000165108	0.000172803	0.000147366	0.000131419	6.66078e-05	7.94206e-05	6.88187e-05	0.000916891	1.53943e-05	9.17978e-05	0.000104491	2.57373e-05	0.000114919	9.50371e-05	0.000137603	9.66195e-06	7.37877e-05	8.24493e-05	0.000257105	0.000144068	7.2946e-05	0.000118573	2.77965e-05	4.80153e-05	8.83624e-05	0.000216108	0.000248002	2.11778e-05	7.36396e-05	4.03695e-05	9.35972e-05	4.89032e-05	9.67719e-05	1.79663e-05	4.51044e-05	6.86283e-05	8.17684e-05	5.43004e-05	3.09238e-05	3.74183e-05	4.08813e-05	8.71393e-05	3.48891e-05	2.31322e-05	0.000134965	0	0	3.92473e-05	0.000157364	0.000177929	5.97024e-05	0.000100095	0.000173793	4.15338e-05	2.64786e-05	0.000219594	0.000109484	3.61872e-05	0.000208026	0.000115137	0.000170085	4.95471e-05	0.000242645	0.000235984	0	7.49652e-05	0.000116053	7.46552e-05	1.80306e-05	9.17692e-05	4.39932e-05	0.000150282	5.69036e-05	0.00010575	0	4.64169e-05	0.000212063	0.000142554	8.59646e-06	0.000210162	0.000156406	0.000161035	5.58876e-05	1.358e-05	0.000101398	0.00102573	0.000124533	0.000114807	1.08317e-05	3.09952e-05	6.55742e-06	2.32279e-05	0.000108575	5.51893e-05	0	7.91647e-05	0.000110217	3.19776e-05	5.89172e-05	1.57718e-05	0.000103082	8.64106e-06	0.00020573	5.45473e-05	9.48799e-05	8.9247e-05	1.54668e-05	0	0	0	2.27015e-05	6.18438e-05	0	6.51751e-05	1.31628e-05	3.19494e-05	9.07313e-06	2.12251e-05	8.07843e-05	1.42244e-05	3.16432e-05	1.73065e-05	0.000104995	8.68321e-05	3.05142e-05
3.1.3.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.3.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.3.37	1.09128e-05	0	0	0	9.29583e-06	0	0	0	0	0	0	0	0	0	0	1.67097e-05	0	5.23706e-05	0	0	0	0	0	0	0	1.35604e-05	0	7.64525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54735e-05	0	1.84924e-05	1.81499e-05	1.02333e-05	0	0	0	0	0	1.58519e-05	0	0	0	0	3.51131e-05	0	0	0	0	0	4.30974e-05	0	0	0	0	0	0	1.51308e-05	0	8.54692e-06	0	8.69962e-06	0	0	0	0	1.77985e-05	8.78467e-06	3.75388e-05	6.51636e-05	0	4.35985e-05	0	0	0	0	0	0	0	0	0	0	7.45945e-06	0	0	1.21023e-05	0	0	1.0867e-05	8.9281e-06	0	0	2.60497e-05	1.03255e-05	1.37899e-05	9.55614e-06	0	2.62793e-05	0	1.40647e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73696e-05	0	0	0	0	0	1.64618e-05	1.04588e-05	0	0	0	0	0	0	0	0	0	0	5.8923e-06	0	0
3.1.3.4	0	0	9.03549e-06	0	2.8699e-05	4.20781e-05	0	4.4872e-05	3.80862e-05	0	0	1.26124e-05	0	9.79089e-06	0	6.03151e-06	8.18875e-06	2.67896e-05	0	0	0	0	0	0	0	3.39312e-05	0	7.13081e-05	0	3.36781e-05	0	0	0	2.62673e-05	0	0	0	1.10464e-05	0	0	9.38914e-06	0	0	7.98011e-06	0	4.52303e-05	0	1.2882e-05	0	0.000110416	2.18976e-05	0	1.60646e-05	0	0	2.94229e-05	0	6.339e-05	0	0	0	0	4.89317e-05	8.30533e-06	0	0	4.81586e-05	2.77996e-05	2.14111e-05	1.42923e-05	0	0	1.18497e-05	0	0	6.27189e-05	0	0	3.58166e-06	6.03135e-05	4.93399e-05	0	0	0	8.83751e-06	0	4.34496e-05	6.22692e-05	1.52337e-05	0.000127529	1.55535e-05	6.52981e-05	0	0	0	0	0	0	0	0	6.03133e-05	0	0	1.90907e-05	0	1.70995e-05	1.99763e-05	2.37688e-05	2.76362e-05	0	0.000128954	1.75225e-05	2.96706e-05	1.02742e-05	0	1.23541e-05	0	6.98169e-06	8.98406e-06	0	0	6.05091e-06	0	0	0	0	1.52375e-05	1.28332e-05	0	0	0	0	0	3.06898e-05	0	1.15208e-05	0	0	0	0	0	1.05535e-05	1.38541e-05	0	0	0	0	0	0	0	0	0	0	0	0	9.25476e-06
3.1.3.41	0	0	9.00876e-06	0	0	2.20235e-05	2.18016e-05	0	3.46152e-05	0	0	0	0	0	0	0	8.88623e-06	0	0	0	0	0	0	0	0	0	0	3.00309e-05	0	0	0	0	0	8.55411e-06	0	1.1163e-05	0	0	0	0	1.52091e-05	0	0	0	0	1.06656e-05	0	0	0	4.16928e-05	2.31537e-05	0	9.46343e-06	0	0	0	0	6.33467e-05	0	0	0	0	1.51622e-05	0	0	0	2.23554e-05	2.57769e-05	0	2.27646e-05	0	0	0	0	0	4.72347e-05	0	0	0	2.71117e-05	4.69506e-05	0	0	0	8.60426e-06	0	2.21027e-05	3.52908e-05	1.12747e-05	2.00989e-05	0	6.217e-05	0	0	0	0	0	0	0	0	5.04657e-05	0	0	0	0	0	0	1.10031e-05	3.25945e-05	0	1.34374e-05	0	0	0	0	0	0	0	1.28896e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54044e-05	0	0	0	0	0	0	9.89024e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.3.45	1.40489e-05	1.992e-05	0	1.62383e-05	2.09552e-05	0	6.52439e-06	0	6.5578e-05	3.19655e-05	0	4.1138e-05	0	2.04386e-05	0	3.19534e-05	0	0	0	0	0	2.36435e-05	9.91596e-06	0	1.17376e-05	1.12177e-05	1.44229e-05	1.85203e-05	2.74472e-05	0.000149337	0	0	0	2.57262e-05	0	0	4.80576e-05	0	2.26962e-05	2.61176e-05	2.75875e-05	1.5905e-05	4.94386e-05	8.53615e-05	0	1.09362e-05	0	0	2.92244e-05	0	5.66409e-05	1.77122e-05	5.02424e-05	4.14487e-05	3.70214e-05	0.000169047	0	2.35618e-05	0	2.05057e-05	0	3.54337e-05	4.1625e-05	1.1501e-05	0	4.51061e-05	0	1.1138e-05	4.11339e-05	0	3.13589e-05	6.82188e-06	7.50654e-05	3.80737e-05	0	0.000174989	2.08182e-05	0	6.90574e-05	6.58083e-06	0	8.55634e-06	1.73699e-05	0	0	0	0	0	2.09668e-05	0	0.00013938	9.22828e-06	7.85144e-06	0	0	1.00456e-05	2.19279e-05	5.04391e-05	0	3.76557e-05	2.68975e-05	2.23969e-05	0	1.13753e-05	0	0	0	2.50671e-05	3.84844e-05	0	0	9.68023e-06	2.75893e-05	9.17815e-06	0	0	2.31388e-05	0	8.74343e-06	0	0	6.73112e-06	6.48743e-06	1.12816e-05	3.27352e-05	4.40278e-06	6.88718e-05	0.000111447	0	0	0	0	0	0.000144555	0	3.22733e-05	2.64977e-05	0	0	3.52351e-05	0	0	0	1.59486e-05	1.09997e-05	2.88197e-05	0	3.2417e-05	1.66243e-05	6.32372e-06	0	4.20586e-05	1.79648e-05	1.55049e-05	3.05422e-05	2.77146e-05
